"hosname","amprhcode","pdx","diease"
รวมแพทย์บางชันสหคลินิก,เขตคลองสามวา,Z251,3
ศูนย์บริการสาธารณสุข64 คลองสามวา,เขตคลองสามวา,Z251,1
คลินิกเวชกรรมการ์เด้นท์โฮม,เขตคลองสามวา,Z480,5
รวมแพทย์บางชันสหคลินิก,เขตคลองสามวา,Z480,32
ศูนย์บริการสาธารณสุข64 คลองสามวา,เขตคลองสามวา,Z719,11
ศูนย์บริการสาธารณสุข64 คลองสามวา,เขตคลองสามวา,Z751,4
รวมแพทย์บางชันสหคลินิก,เขตคลองสามวา,Z769,3
ศูนย์บริการสาธารณสุข10 สุขุมวิท,เขตคลองเตย,E109,14
คลองเตยมีสุขคลินิกเวชกรรม,เขตคลองเตย,A044,1
ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,A084,17
ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,A168,3
คลองเตยมีสุขคลินิกเวชกรรม,เขตคลองเตย,A548,1
ศูนย์บริการสาธารณสุข10 สุขุมวิท,เขตคลองเตย,A90,1
ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,A91,1
คลองเตยมีสุขคลินิกเวชกรรม,เขตคลองเตย,B00,1
ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,B02,1
ศูนย์บริการสาธารณสุข41 คลองเตย,เขตคลองเตย,B023,1
