"yearmonth","hosname","amprhcode","ampr_nb","hnamehos","ampr_main_nb","timecup"
"256506",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,เขตทุ่งครุ,"49",รพ.ราชวิถี,"37",1
"256506",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,เขตทุ่งครุ,"49",รพ.ศิริราช,"20",5
"256506",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,เขตทุ่งครุ,"49",รพ.สมเด็จพระปิ่นเกล้า,"15",9
"256506",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,เขตทุ่งครุ,"49",รพ.หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,"23",3
"256506",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,เขตทุ่งครุ,"49",รพ.เจริญกรุงประชารักษ์,"31",43
"256506",ศูนย์บริการสาธารณสุข59 ทุ่งครุ,เขตทุ่งครุ,"49",รพ.ไอเอ็มเอช ธนบุรี โรงพยาบาลทั่วไปขนาดใหญ่,"24",272
"256506",ศูนย์บริการสาธารณสุข6 สโมสรวัฒนธรรมหญิง,เขตดุสิต,"02",รพ.ราชพิพัฒน์,"40",2
"256506",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,เขตดอนเมือง,"36",รพ.ภูมิพลอดุลยเดช,"42",306
"256506",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,เขตดอนเมือง,"36",รพ.มงกุฎวัฒนะ,"41",5
"256506",ศูนย์บริการสาธารณสุข60 รสสุคนธ์ มโนชญากร,เขตดอนเมือง,"36",รพ.ศิริราช,"20",3
"256506",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,เขตสายไหม,"42",รพ.ตำรวจ,"07",2
"256506",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,เขตสายไหม,"42",รพ.นพรัตนราชธานี,"43",2
"256506",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,เขตสายไหม,"42",รพ.ภูมิพลอดุลยเดช,"42",636
"256506",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,เขตสายไหม,"42",รพ.วชิรโรงพยาบาล คณะแพทยศาสตร์วชิรพยาบาล มหาวิทยาลัยนวมินทราธิราช,"02",1
"256506",ศูนย์บริการสาธารณสุข61 สังวาลย์ ทัสนารมย์,เขตสายไหม,"42",สถาบันพัฒนาสุขภาวะเขตเมือง,"05",6
"256506",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,เขตภาษีเจริญ,"22",รพ.ตากสิน,"18",428
"256506",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,เขตภาษีเจริญ,"22",รพ.ตำรวจ,"07",6
"256506",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,เขตภาษีเจริญ,"22",รพ.บางมดโรงพยาบาลทั่วไปขนาดใหญ่,"35",6
"256506",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,เขตภาษีเจริญ,"22",รพ.สมเด็จพระปิ่นเกล้า,"15",3
"256506",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,เขตภาษีเจริญ,"22",รพ.หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,"23",3
"256506",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,เขตภาษีเจริญ,"22",รพ.เจริญกรุงประชารักษ์,"31",1
"256506",ศูนย์บริการสาธารณสุข62 ตวงรัชฎ์ ศศะนาวิน,เขตภาษีเจริญ,"22",รพ.เลิดสิน,"04",4
"256506",ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,เขตสาทร,"28",รพ.กลาง,"08",7
"256506",ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,เขตสาทร,"28",รพ.จุฬาลงกรณ์สภากาชาดไทย,"07",1
"256506",ศูนย์บริการสาธารณสุข63 สมาคมแต้จิ๋วแห่งประเทศไทย,เขตสาทร,"28",รพ.ตากสิน,"18",4
"256506",ศูนย์บริการสาธารณสุข64 คลองสามวา,เขตคลองสามวา,"46",รพ.เวชการุณย์รัศมิ์,"03",34
"256506",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,เขตบางบอน,"50",รพ.ตากสิน,"18",376
"256506",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,เขตบางบอน,"50",รพ.ภูมิพลอดุลยเดช,"42",2
"256506",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,เขตบางบอน,"50",รพ.มงกุฎวัฒนะ,"41",2
"256506",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,เขตบางบอน,"50",รพ.ราชพิพัฒน์,"40",2
"256506",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,เขตบางบอน,"50",รพ.ศิริราช,"20",3
"256506",ศูนย์บริการสาธารณสุข65 รักษาศุข บางบอน,เขตบางบอน,"50",รพ.หลวงพ่อทวีศักดิ์ ชุตินฺธโร อุทิศ,"23",300
